Asset_ID,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50
A11,0.030643248693764336,0.013876275794702011,0.002131428918410254,0.007922614004346807,0.009438136957621447,0.018449300112595712,0.00018322452988835935,0.00026358505428939085,0.0014563084622665182,0.0036641708990204115,0.02166784,0.0031032808106789584,0.008065921795689818,0.0019873115249585934,0.0019055355808836063,0.015059247075932557,0.00010068868906299543,0.004750487328019154,0.0008540740235242193,0.005721279183353108,0.01602797057956091,0.005227694355109513,0.0017964671963944868,0.010152329761556675,0.01053393345336966,0.020495428671124635,0.0012426180013962466,0.0021663010729859127,0.004823627422058083,0.0034674266229578945,0.022405907122996532,0.001545954829446455,0.002217247851746015,0.0014088290218276127,0.004856636235558518,0.012143599109810296,0.00487272504132907,0.012163212137566076,0.009694568206662769,0.0023480062589155215,0.005183348863832361,0.002054779018094103,0.003478574249556617,0.001800412934706558,0.002666075609489392,0.013120554372569091,0.0018446284784755984,0.008284562912894415,0.0002664427900730426,0.0023780087575780377
A12,0.008845840113169409,0.022557783535524633,0.0070108483776866,0.006106244218983636,0.0026512490773822127,0.0018899439403614604,0.006424878839608369,0.00012299877199274095,0.00038709709070962393,0.004130083599915249,0.0031032808106789584,0.01387684,0.004973707491050033,0.006443523515679709,0.0006345686230330669,0.003481309697080464,0.007906683268717695,0.010216065290917151,0.002641129908442723,0.00360561150511309,0.001957495439942018,0.007839058911727068,0.0022509189056353607,0.006660982083027478,0.006106026196637176,0.003064644439707223,0.020244301502514588,0.0006037248480940895,0.0021291464804637675,0.0015836786340208393,0.006357564157391942,0.012048014928509829,0.0007180544538130858,0.0018961022407500971,0.0017367546920905449,0.0035960371776378175,0.012641065933800625,0.004747374742914151,0.0068209879020055915,0.00041048760175773025,0.0012672774077209534,0.012203461349512309,0.0007172921118041713,0.008876910046385767,0.0036864463076232115,0.006617166626295447,0.010682743244801068,0.005038436857749955,0.002020357233151315,0.0021611203042230047
A13,0.0025311078506571384,0.02139530599539391,0.051879417278019466,0.004877062592604904,0.003641868562679548,0.021975551968401744,0.003914301076411773,0.01401944456725696,0.00018151921460783004,0.002327721634253069,0.008065921795689818,0.004973707491050033,0.06615183999999999,0.006753393552303208,0.005092897228346013,0.006665064040542882,0.00814767245229043,0.04717769823063699,0.006810743043858838,0.0037941101010956165,0.018279089105879966,0.009624685679915512,0.006246398253342129,0.0017369644270216241,0.017285079826844522,0.01372934671924143,0.021028263257441945,0.008032295074350918,0.011421667305762712,0.0016387300762344447,0.004475254240257894,0.0034779511169167263,0.02477289344574959,0.004509898795298332,0.006871916383961543,0.004847133851129986,0.02097326141686934,0.029997545205253568,0.02283439374046478,0.007594455318081653,0.0030985254276488356,0.010867193316634024,0.032159358517700465,0.014636744292090973,0.01255241335492975,0.0041425332961005715,0.01672346554019671,0.02233859495733005,0.0031539285150193634,0.00718085450975451
A14,0.0026314499405504384,0.003997080108883938,0.003423619029660803,0.021851348535353407,0.008337948759586919,0.009655478085208561,0.003986284977035222,0.004468029336335314,0.005990606398869105,0.0014057834820821295,0.0019873115249585934,0.006443523515679709,0.006753393552303208,0.019376639999999997,0.004177860107821427,0.0012086995557633658,0.004458503445166414,0.008755171490951645,0.005098869561213709,0.0023008102940497593,0.010747772509126386,0.003442207409694933,0.0015267400391038174,0.026774247318264017,0.009954191319846591,0.0019618332716075998,0.004214203053623067,0.0009477574583835577,0.013555568968034353,0.00014749979132096748,0.008434221444336157,0.008736971382216173,0.006478189823904462,0.004924516665544264,0.005839415378672381,0.0008088047324243376,0.010953119741518,0.0014864402896842173,0.021146299932777456,0.0074625315429863925,0.0006669574481468999,0.0029141850478401595,0.009659648526551847,0.018225342017734698,0.008664171618310249,0.006700011163866737,0.0054605546889108635,0.0021997649240304493,0.00422595910459202,0.0007785747871057604
A15,0.012632406726393288,0.004514078605289822,0.008532348754644859,0.005244121458283299,0.01733108654566203,0.0013637849041694436,0.0002558208098216621,0.0046993553934487915,0.001828240821942272,0.00657090365110312,0.0019055355808836063,0.0006345686230330669,0.005092897228346013,0.004177860107821427,0.01444804,0.008111060865042603,0.002389815482348652,0.004827870497557949,0.001523828198089799,0.02777865112676466,0.0017924092307687184,0.002810137253239751,0.0012502087627913275,0.00746433491651929,0.011097132222558634,0.009740737985014685,0.010881384776895974,0.0018612548374873882,0.004675898037035337,0.007302267849513347,0.009038272114344105,0.0015093530843267799,0.0036768442161500647,0.0019223596364427802,0.008743900281753132,0.004649101760852255,0.0104404226746899,0.009318579360656807,0.00589163382637868,0.008997465969520354,0.0037833580712041126,0.009208302425159973,0.0014397063672831876,0.008425356989401092,0.02181985056724477,0.004325590238600176,0.005137034097176347,0.0030099774453257034,0.0001484977931333682,0.004943113820131789
A16,0.0348907909812628,0.015413628911914347,0.001806154803455096,0.012520501004044313,0.014678157028588098,0.022587950723081278,0.0029662153592883013,0.0011061237004458375,0.0032059314691913533,0.0016476175884805504,0.015059247075932557,0.003481309697080464,0.006665064040542882,0.0012086995557633658,0.008111060865042603,0.03448449,0.005080983294590498,8.618870052986604e-05,0.0016993810472627675,0.008775190465132796,0.027761471903392253,0.006812189456157843,0.0013223462357212852,0.00654343052617667,0.012418987067264532,0.025058374911231203,0.0040507893090099955,0.002302093697196048,0.00146061518254409,0.0010350600032568993,0.029583209918685738,0.006404039615696912,0.009017595793608618,0.0017739369806586732,0.005507203309509997,0.015919414838564815,0.00022604530910264262,0.010320814225018226,0.0035944222580673404,0.012000373764832194,0.006817281126658349,0.00703124730355421,0.0015228135574405762,0.01409130003698036,0.009053449110669121,0.0205488015216048,0.0009003270417925195,0.008740438301002271,0.0008793768124699024,0.005136475391713529
A17,9.16485457833015e-05,0.010941915131929986,0.0005017980900607101,0.005923960506823518,0.002805371080613712,0.006700872354035571,0.00483890717284211,0.002004549503140876,0.0004449042816649115,0.0012466093044276615,0.00010068868906299543,0.007906683268717695,0.00814767245229043,0.004458503445166414,0.002389815482348652,0.005080983294590498,0.00725904,0.0017512853163805144,0.0004458065338869381,0.00036957328223405394,0.003911002886060688,0.00531697964641252,0.00011510261219031798,0.006710572220831658,0.003502080526777838,0.004151484493968277,0.01192177000412099,0.000935573350352231,0.002662526931741376,0.00041795641892417593,0.0016479894206787157,0.013057938785820152,0.004278727703800536,0.0008384049407718412,0.0011782851494355165,0.002881707332129797,0.011157445112057775,0.00018116596998941337,0.0014464327648575687,0.004101696071287956,0.0017942446224298069,0.007991283394217622,0.0018170676691377152,0.0014986180315873963,0.0055573700111377,0.00011647887096435785,0.006799383299657995,0.004277272895735421,0.00034318283747057925,0.0017129102263805755
A18,0.0029729619692295847,0.004140497630535349,0.04371555004028329,0.0012424506889557802,0.007436604333189157,0.00204508433317266,0.0037790785273797067,0.013698161119608409,0.0008376290596375925,0.002328795953870793,0.004750487328019154,0.010216065290917151,0.04717769823063699,0.008755171490951645,0.004827870497557949,8.618870052986604e-05,0.0017512853163805144,0.06275025,0.0016372017457365051,0.0029563269754161107,0.005923338995123123,0.007215403313222124,0.009557356405758442,0.021121440926078632,0.009022158917683272,0.015550656957981185,0.004986972730081525,0.008875778076192518,0.012537873722607944,0.00010292062612628433,0.0022773623836119853,0.004286855729167053,0.0136493265100964,0.0011980508362762479,0.0074603316150501356,0.005544370957978057,0.020787181946559756,0.03813338271916856,0.009309176810386564,0.004369629731811988,0.0030398098259389757,0.013503386404688287,0.03051980642987062,0.011901308823801759,0.009956293640278769,0.009591643112205285,0.007896567994238123,0.020350788102747118,0.005359975204569097,0.005891524144260219
A19,0.005323577250360645,0.0037249291752847677,0.004226499402265979,0.010323791608782397,0.004250301942730699,0.006325791127553129,0.0012452173712541187,0.0026348306565272383,0.0017065371748693052,0.0003195838752023505,0.0008540740235242193,0.002641129908442723,0.006810743043858838,0.005098869561213709,0.001523828198089799,0.0016993810472627675,0.0004458065338869381,0.0016372017457365051,0.0047059599999999995,0.0011407241346174336,0.005793258061975075,0.0013334986743726753,0.0012616907736470568,0.01253962036586904,0.002645103536149528,0.00014322638165662418,0.0017900446368417648,0.001018077335245152,0.006257240872343315,0.0005590386089746785,0.0010164007727659944,0.004714977956601636,0.003584491847769676,0.0027588994538972175,0.0006015793253896101,0.000981088442111492,0.000117278374221082,0.005253502427373007,0.008336402184402587,0.002659276792011479,0.0006008540129269889,0.0034716769140163187,0.004293569104621311,0.009554604302335982,0.001374701266488828,5.2319208356601325e-05,0.0006787348032182144,0.0038748826594197537,0.0029000622662769897,0.001262262195313601
A20,0.00017564724460216396,0.027086874488046486,0.02155273648422406,0.02032962989792948,0.03174574954936703,0.023510620119060705,0.0059534018628668636,0.009894324705976848,0.0025505539396729333,0.0174625146584254,0.005721279183353108,0.00360561150511309,0.0037941101010956165,0.0023008102940497593,0.02777865112676466,0.008775190465132796,0.00036957328223405394,0.0029563269754161107,0.0011407241346174336,0.08803089000000001,0.017325576796192264,0.007868977287754415,0.0010697914560373932,0.027553839833588823,0.03817167479221316,0.01056288554773468,0.014952875212248428,0.0003818135841751521,0.002754937624474422,0.016295316538201054,0.002611895902706296,0.014731594605932725,0.0038639628911171365,0.0030446856689696675,0.019530715451229193,0.005542335548094901,0.01983217192953668,0.007383947651007173,0.01827064135669644,0.029447364937315482,0.0062932830630286025,0.02538306827561712,0.020883385890558385,0.0048543863221580386,0.029701823671644083,0.005397161141219063,0.012761729480961981,0.0009575945189023697,0.00332245328668633,0.014592524816828146
A21,0.033005227466560504,0.016500856345110813,0.02011539905586049,0.0133907642299705,0.018056115047167285,0.02949467469800795,0.0031867892232511174,0.008070389241364995,0.003516388426815339,0.005883044528079846,0.01602797057956091,0.001957495439942018,0.018279089105879966,0.010747772509126386,0.0017924092307687184,0.027761471903392253,0.003911002886060688,0.005923338995123123,0.005793258061975075,0.017325576796192264,0.05909761,0.003240437031521215,0.003853124038381328,0.0026318294288074323,0.0016563604030209432,0.03903780004194728,0.011698486552739872,0.004585407058461366,0.00590265241265363,0.001892850563261489,0.0470172315907159,0.015997904174600182,0.008964188196394869,0.0017439376082055197,0.007329217636918899,0.017376386658258254,0.002069624444309515,0.018678390393122416,0.0036160934296581553,0.015532621595998409,0.011234707148858287,0.004109931025861042,0.012657206439161786,0.016153663661242355,0.017280615688548835,0.030461179043529418,0.011575659090416295,0.010562033084680037,0.004657274282923137,0.0018693842229729777
A22,0.006398736429230297,0.015265302821119354,0.01108744786666238,0.009348720228985764,0.006829583358428112,0.0009490235145797458,0.004679795870453551,0.0018504568380497183,0.00095889705138879,0.0010804136950000205,0.005227694355109513,0.007839058911727068,0.009624685679915512,0.003442207409694933,0.002810137253239751,0.006812189456157843,0.00531697964641252,0.007215403313222124,0.0013334986743726753,0.007868977287754415,0.003240437031521215,0.009940089999999999,0.001003238952074546,0.002239863281846521,0.008929304976024054,0.008745882786214907,0.010064628452434896,0.0019274761447749076,0.00515108684463573,0.0005689062363305668,0.006020278510161849,0.015720994766747525,0.00017964469857042,0.001832884624989282,0.0015143021534700124,0.004840364031663185,0.018267988574716086,0.00788544858447568,0.005140189992609446,0.005778985660896387,0.0026910823380849307,0.012009887445092437,0.007940327216012788,0.00028085700910796685,0.005771222216362859,0.001590555271541226,0.008075159078046977,0.0004815094185446419,0.0015661149959459403,0.0010436744437404266
A23,0.004159496803357863,0.0004870998959678029,0.008881796007389578,0.0037066482297876038,0.0017596133819646606,0.005690029380382561,0.0008661735124513177,0.002879780207838178,0.0005513618935243225,0.000983356689455389,0.0017964671963944868,0.0022509189056353607,0.006246398253342129,0.0015267400391038174,0.0012502087627913275,0.0013223462357212852,0.00011510261219031798,0.009557356405758442,0.0012616907736470568,0.0010697914560373932,0.003853124038381328,0.001003238952074546,0.00264196,0.0037834159044660967,0.0003046227673595121,0.0015058543990287244,0.0026931232678163277,0.0025219828764326034,0.0009148757838555567,0.0010165978092640479,0.004841733725493031,0.0026058698832700003,0.0033638981304840365,3.306071653407959e-05,0.0022844550346133785,5.741737013412389e-05,0.004179450549125972,0.006582478001390532,0.005247705625371355,0.0027607034973538527,0.0016393502724739771,0.0016461879535343792,0.008727280571145838,0.0015725820307982857,0.0023945371162619185,0.002237122236941664,0.003245878225208172,0.0064003834362851165,0.0008908775583426735,0.0006613749481847495
A24,0.019360735444610595,0.015227780655441801,0.009344565980755996,0.03232605570741855,0.015213563896158445,0.01066206923576614,0.006598707904028015,0.0027489550003029703,0.011854583684883728,0.00671298271907893,0.010152329761556675,0.006660982083027478,0.0017369644270216241,0.026774247318264017,0.00746433491651929,0.00654343052617667,0.006710572220831658,0.021121440926078632,0.01253962036586904,0.027553839833588823,0.0026318294288074323,0.002239863281846521,0.0037834159044660967,0.06446521000000001,0.009701176988190473,0.017401327841018145,0.005887950241202749,0.0007685529386792743,0.01920552951566762,0.002304587367398695,0.007998733411251052,0.004882646817866219,0.0005672904218475248,0.006812430741879532,0.012809981069633219,0.005704281161388722,0.009071086599958863,0.014453830399546532,0.03362869006665834,0.01621796152323766,0.006380909853157073,0.0020730967324403917,0.010186762762009903,0.03631747148663736,0.023286333061436324,0.008231176183471876,0.011257259566364874,0.0026616465109659416,0.011405382031814584,0.0018117005054226934
A25,0.005946463063102754,0.02188789666647343,0.020543422231949264,0.001751453927705967,0.031740838590488804,0.0094275572858352,0.0002971297071711011,0.0005061008735943012,0.0019358420924549475,0.020126320901792553,0.01053393345336966,0.006106026196637176,0.017285079826844522,0.009954191319846591,0.011097132222558634,0.012418987067264532,0.003502080526777838,0.009022158917683272,0.002645103536149528,0.03817167479221316,0.0016563604030209432,0.008929304976024054,0.0003046227673595121,0.009701176988190473,0.051392890000000004,0.019858610883812557,0.014303337834116471,0.0037750057203336245,0.006490086947385189,0.008816173943598743,0.004254809964252573,0.004114701286439905,0.002243455607811681,0.004658650252153888,0.015634229080608235,0.0006886913344839413,0.020422899838871623,0.016781672827752434,0.022866147239510574,0.030408994372208988,0.0012599288138179262,0.008203098958375454,0.016515447007438653,0.012010812977465934,0.02539498264698016,0.012828088264037476,0.0036776553794846145,0.003184408087870917,0.002746276213673776,0.011122480083441315
A26,0.046519580705602054,0.0031734487124306307,0.007169717271093775,0.016338138136875777,0.0019116628435008544,0.047248916688973595,0.001882321879495214,0.007954650316960335,0.002927682074296326,0.00047962367366878415,0.020495428671124635,0.003064644439707223,0.01372934671924143,0.0019618332716075998,0.009740737985014685,0.025058374911231203,0.004151484493968277,0.015550656957981185,0.00014322638165662418,0.01056288554773468,0.03903780004194728,0.008745882786214907,0.0015058543990287244,0.017401327841018145,0.019858610883812557,0.053963290000000004,0.01308731101295987,0.0005823155497734577,0.011382099404443846,0.0019496849206300632,0.02789691313987199,0.016995472651457344,0.011783645508498005,0.005279176391136545,0.009605623838820736,0.020194607639620398,0.011895548982215086,0.0016925403576647476,0.01031575384140827,0.005821339477831827,0.00935280009480206,0.015346370966868259,0.011067640947505357,0.0014331139769209844,0.0049655019924803295,0.02712121730895789,0.001278286159115652,0.01240987157854028,0.0025949084623638112,0.0034385200669197944
A27,0.006737373014836329,0.03595079086919862,0.012146114457557549,0.0007047168699218923,0.017487359690195544,0.02580509730486346,0.013657467756346457,0.007815945654664602,0.004665443730621835,0.01019396629179067,0.0012426180013962466,0.020244301502514588,0.021028263257441945,0.004214203053623067,0.010881384776895974,0.0040507893090099955,0.01192177000412099,0.004986972730081525,0.0017900446368417648,0.014952875212248428,0.011698486552739872,0.010064628452434896,0.0026931232678163277,0.005887950241202749,0.014303337834116471,0.01308731101295987,0.05895183999999999,0.003941123117160067,0.011180984951326809,0.002668559191445418,0.017502645258171336,0.03129474822104522,0.0034414133489679526,0.005623414667710174,0.009889856143397963,0.00839648297850005,0.041768902825886654,0.01763809971973703,0.01869881050274974,0.01366497246115928,0.0054123004257499345,0.037252914541292176,0.014431104799952538,0.013911660758439392,0.003738484743385567,0.014834399154331546,0.03285007522502128,0.0004456738425328407,0.004523467406757526,0.0009637197977346169
A28,0.002607024285724495,0.005860957405247374,0.008418710911416877,0.004392953678690585,0.0027618610435117224,0.0075781083762234405,0.0017587517156278608,0.005424434160555959,0.0006660411880424519,0.00225894699924028,0.0021663010729859127,0.0006037248480940895,0.008032295074350918,0.0009477574583835577,0.0018612548374873882,0.002302093697196048,0.000935573350352231,0.008875778076192518,0.001018077335245152,0.0003818135841751521,0.004585407058461366,0.0019274761447749076,0.0025219828764326034,0.0007685529386792743,0.0037750057203336245,0.0005823155497734577,0.003941123117160067,0.004692250000000001,0.0012818430222953884,0.0016093979715688144,0.0011708014621281447,0.004612450611645463,0.006661603228370792,0.0009163141881425917,2.234403741976636e-05,0.0010326541286727296,0.003928442553756317,0.011367174567603026,0.004705317516021775,0.0011966397061666564,0.0013880033255678555,0.003377835343982157,0.01171401687127935,0.0005578205865843032,0.005060820331080437,0.0025716441179427884,0.004767946749666577,0.005768788954130275,0.0009776285687734783,0.0019663928970050353
A29,0.012188425010067535,0.010084669882233246,0.00040330031245972513,0.029653330393636133,0.009206802289037532,0.011800252921093036,0.0018345032487474587,0.0055095678972384805,0.00555238979818641,0.0005994402163704835,0.004823627422058083,0.0021291464804637675,0.011421667305762712,0.013555568968034353,0.004675898037035337,0.00146061518254409,0.002662526931741376,0.012537873722607944,0.006257240872343315,0.002754937624474422,0.00590265241265363,0.00515108684463573,0.0009148757838555567,0.01920552951566762,0.006490086947385189,0.011382099404443846,0.011180984951326809,0.0012818430222953884,0.01948816,0.0004522073136689629,0.013910600133711934,0.007905094671308493,0.0005026704371834325,0.004787358587610644,0.0050498108682049386,0.0004938006010439286,0.007554951810526896,0.004044374613113,0.02460114053879854,0.0004293669317560497,0.003888462558918341,0.012410302168073073,0.012995333893284554,0.018592416241545093,0.0017629765979866928,0.007342001683641327,0.0002480890681012474,0.00019383098351679755,0.004168546257544307,0.0021010093529191336
